번호,제목,내용,지역,지원분야대,사업번호,지원기간,지원대상,업종,조회수,활성화,등록일자,접수기관_담당부서,기업형태,접수기관명,접수팀,접수기관_전화번호,접수기관_홈페이지URL,접수기관_담당자명,접수기관_담당자e-mail
485,2020년 전자시스템전문기술개발사업 신규지원 대상과제 공고,"<p style=""margin: 0px"">중소ㆍ중견기업을 전자시스템 전문기업으로 육성하기 위해 3D프린팅 특화 설계(DfAM) 기반 스마트제조기술, 5G 연계 증강현실 기기ㆍ시스템 기술, 광융합 휴먼케어 기술개발을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 기업, 대학, 연구기관, 연구조합, 사업자단체 등<br /></p>
<p style=""margin: 0px"">&nbsp;</p>
<p style=""margin: 0px"">☞ 3D프린팅 특화 설계(DfAM) 기반 스마트제조기술, 5G 연계 증강현실 기기ㆍ시스템 기술, 광융합 휴먼케어 기술개발 지원<br /></p>",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,기술@기술@공동기술개발@기술사업화/이전/지도,PBLN_000000000048970,20200120 ~ 20200316,중소기업,"건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)@농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",829,0,2020-01-16 16:51,산업통상자원부,중소기업@중견기업,한국산업기술평가관리원,분야별 사업담당부서,하단의 문의처 참조,http://www.keit.re.kr/,사업담당자,NULL
486,2020년 근로복지공단 기업복지컨설팅 사업 공고,"<div>기업이 주요 기업복지제도를 쉽게 도입ㆍ운영 할 수 있도록 전문컨설턴트를 통해 대-중소기업간, 원-하청간, 중소기업간의 공동근로복지기금 도입을 원하는 기업에 무료 컨설팅을 지원해 드리는 사업입니다. </div>
<div>&nbsp;</div>
<div>☞ 근로복지넷 기업회원으로 가입한 사업장<br />&nbsp;<br />☞ 공동근로복지기금 도입을 위한 기본ㆍ심화ㆍ도입컨설팅 지원</div>",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,인력@경영@고용환경개선@컨설팅,PBLN_000000000048929,예산 소진시까지,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",2572,1,2020-01-15 17:30,고용노동부,중소기업,근로복지공단,일가정양립지원부,052-704-7356,http://www.kcomwel.or.kr/,사업담당자,NULL
487,포스트팁스(Post-TIPS)(2020년 팁스 창업팀 지원계획 통합 공고),팁스(TIPS)를 통해 검증된 팁스 졸업 기업의 본격적인 성장(Scale-up)을 집중 지원하여 글로벌 스타기업으로 육성을 도모해 드리는 사업입니다.<br />&nbsp;<br />☞ 업력(기창업 이력을 포함) 7년 이내인 기업(팁스 졸업 기업)<br />&nbsp;<br />☞ 후속 사업화자금 최대 5억원 지원,서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,창업@금융@경영@사업화지원@펀드/투자@디자인/상품화/사업화,PBLN_000000000048888,차수별 상이,창업벤처,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",2213,1,2020-01-14 16:41,중소벤처기업부,중소기업@창업기업,한국엔젤투자협회,TIPS연계사업팀,02-3440-7421,http://home.kban.or.kr/,사업담당자,NULL
488,프리팁스(Pre-TIPS)(2020년 팁스 창업팀 지원계획 통합 공고),투자자로부터 엔젤투자(Seed)를 유치한 초기창업기업을 발굴하여 향후 글로벌 경쟁력을 갖춘 예비 팁스(TIPS) 창업팀으로 육성을 도모해 드리는 사업입니다.<br />&nbsp;<br />☞ 중소기업창업 지원법 제2조에 따른 초기 창업기업으로 사업공고일 기준 사업을 개시한 날로부터 업력 3년이 지나지 않은 기업<br />&nbsp;<br />☞ 투자자로부터 1천만원 이상의 투자를 유치한 기업 중 우수기업을 선정하여 사업화자금 1년간 최대 1억원 지원,서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,창업@금융@경영@사업화지원@펀드/투자@디자인/상품화/사업화,PBLN_000000000048887,차수별 상이,창업벤처,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",3351,1,2020-01-14 16:41,중소벤처기업부,중소기업@창업기업,한국엔젤투자협회,TIPS연계사업팀,02-3440-7421,http://home.kban.or.kr/,사업담당자,NULL
489,팁스(TIPS) 프로그램(2020년 팁스 창업팀 지원계획 통합 공고),"초기 유망 창업기업을 성장단계별로 발굴ㆍ지원하여 글로벌 스타벤처로 육성하기 위하여 액셀러레이터 등 민간의 역량을 활용하여 창업팀을 선별하고 민간투자와 정부자금을 매칭 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 중소기업창업 지원법 제2조에 따른 중소기업을 창업하는 자와 중소기업을 창업하여 사업을 개시한 날로부터 7년이 지나지 않은 기업<br />&nbsp;<br />☞ 팁스 운영사가 창업팀을 선별해 1~2억원의 투자 후 추천하면, 정부는 R&amp;D, 창업사업화 등 최대 7억원을 매칭 지원",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,창업@금융@기술@사업화지원@펀드/투자@공동기술개발,PBLN_000000000048885,상시 접수,창업벤처,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)@전기, 가스, 증기 및 공기 조절 공급업(35)@농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)",2724,1,2020-01-14 16:40,중소벤처기업부,중소기업@창업기업@예비창업자,한국엔젤투자협회,TIPS평가팀,02-3440-7421,http://home.kban.or.kr/,사업담당자,NULL
490,안전보건공단 산업재해예방시설 융자지원 안내,자금여력이 부족한 사업장의 안전ㆍ보건시설 개선을 위하여 장기 저리 조건의 산업재해예방시설 융자금을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 산업재해보상보험에 가입하여 근로자를 고용하면서 보험료를 체납하지 않은 사업장<br />&nbsp;<br />☞ 사업장 당 10억원 한도 내 지원,서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,금융@경영@융자@시설/입지지원,PBLN_000000000048892,예산 소진시까지,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",1638,1,2020-01-14 16:33,고용노동부,중소기업@중견기업,한국산업안전보건공단,지역본부ㆍ지사,(대표번호) 1544-3088,http://www.kosha.or.kr/,사업담당자,NULL
491,2020년 중국 다롄 조선해양 전시회(SHIPTEC 2020) 한국관 참가업체 모집 공고,"<p style=""margin: 0px"">국내 조선 해양 관련 중소기업들의 판로개척을 위해 '2020 중국 다롄 조선해양 전시회' 한국관 참가를 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px"">&nbsp;</p>
<p style=""margin: 0px"">☞ 국내 조선 해양 관련 중소기업<br />&nbsp;<br />☞ 부스임차료와 장치비 일부, 마케팅 및 홍보&nbsp;등&nbsp;지원</p>",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,수출@해외진출,PBLN_000000000048893,20200115 ~ 20200331,중소기업,제조업(10~34)@운수 및 창고업(49~52),366,1,2020-01-14 16:27,산업통상자원부,중소기업,대한무역투자진흥공사,해외전시팀,02-3460-7288,http://www.kotra.or.kr/,황연수,soo1123@kotra.or.kr
492,2020년 해외고급과학자초빙사업 Plus (Brain Pool+) 공고,"국내 연구기관이 국내에 부족한 신산업분야 우수 연구자를 해외로부터 영입할 수 있도록, 우리나라의 관련분야 공동연구 유발, 핵심기술 확보, 우수인력 양성, 신산업 클러스터 형성 등 혁신성장 견인을 촉진하는 해외고급과학자초빙사업-Brain Pool+ 2020년 신규과제를 공모합니다.<br />&nbsp;<br />☞ 정부출연연구기관, 국공립연구기관, 대학 및 대학부설연구기관, 기업부설연구소, 비영리재단법인 연구기관 등<br />&nbsp;<br />☞ 인건비, 체재비, 연구비, 기타경비 등 연간 6억원 내외 지원",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,인력@기술@해외인력@기술사업화/이전/지도,PBLN_000000000048825,20200302 ~ 20200313,중소기업,"전문, 과학 및 기술 서비스업(70~73)",1041,0,2020-01-13 17:14,과학기술정보통신부,중소기업@중견기업,한국연구재단,국제협력본부 국제연구협력팀,02-3460-5627,https://www.nrf.re.kr/,장범진,beomjinj@nrf.re.kr
493,2020년 신재생에너지설비 KS인증 제품시험 비용지원 계획 공고,국내 신재생에너지설비 제조기업 중 중소기업을 대상으로 신재생에너지산업 활성화 및 설비보급 확대를 위하여 인증제품의 시험비용 일부를 지원해 드리는 사업입니다.<br />&nbsp; <br />☞ 2020년도 신재생에너지설비 KS인증 취득 국내 중소기업(제조사)<br />&nbsp;<br />☞ 2020년도 인증을 취득하고 성능시험을 완료한 모델의 시험수수료 80% 이내 지원,서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,기술@시험/인증,PBLN_000000000048839,예산 소진시까지,중소기업,제조업(10~34),1343,1,2020-01-13 16:56,산업통상자원부,중소기업,한국에너지공단,신재생에너지센터,052-920-0724,http://www.energy.or.kr/,사업담당자,NULL
494,2020 환경창업대전(2020년 정부 창업지원사업 통합 공고),"<p style=""margin: 0px"">환경분야 현안사항에 대해 창의적이고 실현 가능한 아이디어 발굴 및 유망 환경사업 아이템을 보유한 기업을 발굴하여 환경분야 혁신성장 및 일자리 창출에 기여합니다.</p>
<p style=""margin: 0px""><br />☞ 전국민 및 창업 5년 이내 창업기업</p>
<p style=""margin: 0px""><br />☞ 200백만원, 15팀 내외</p>",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,창업@사업화지원,PBLN_000000000048814,추후 공지,창업벤처,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",2201,1,2020-01-10 17:45,환경부,창업기업@예비창업자,한국환경산업기술원,연구단지기획팀,032-540-2133,http://www.keiti.re.kr,사업담당자,NULL
